Character,Hex,Type,Name,Braille
ܛ݂,071B+0742,letter,TETH and RUKKAKHA,⠞⠄
ܛ,071B,letter,TETH,⠞
ܜ݁,071C+0741,letter,TETH GARSHUNI and QUSHSHAYA,⠢⠞⠂
ܜ݂,071C+0742,letter,TETH GARSHUNI and RUKKAKHA,⠢⠞⠄
ܜ,071C,letter,TETH GARSHUNI,⠢⠞
ܝ݁,071D+0741,letter,YUDH and QUSHSHAYA,⠚⠂
ܝ݂,071D+0742,letter,YUDH and RUKKAKHA,⠚⠄
ܝ,071D,letter,YUDH,⠚
ܞ݁,071E+0741,letter,YUDH HE and QUSHSHAYA,⠢⠚⠂
ܞ݂,071E+0742,letter,YUDH HE and RUKKAKHA,⠢⠚⠄
ܞ,071E,letter,YUDH HE,⠢⠚
ܟ݁,071F+0741,letter,KAPH and QUSHSHAYA,⠅⠂
ܟ݂,071F+0742,letter,KAPH and RUKKAKHA,⠅⠄⠄
ܟ,071F,letter,KAPH,⠅
ܠ݁,0720+0741,letter,LAMADH and QUSHSHAYA,⠇⠂
ܠ݂,0720+0742,letter,LAMADH and RUKKAKHA,⠇⠄
ܠ,720,letter,LAMADH,⠇
ܡ݁,0721+0741,letter,MIM and QUSHSHAYA,⠍⠂
ܡ݂,0721+0742,letter,MIM and RUKKAKHA,⠍⠄
ܡ,721,letter,MIM,⠍
ܢ݁,0722+0741,letter,NUN and QUSHSHAYA,⠝⠂
ܢ݂,0722+0742,letter,NUN and RUKKAKHA,⠝⠄
ܢ,722,letter,NUN,⠝
ܣ݁,0723+0741,letter,SEMKATH and QUSHSHAYA,⠎⠂
ܣ݂,0723+0742,letter,SEMKATH and RUKKAKHA,⠎⠄
ܣ,723,letter,SEMKATH,⠎
ܤ݁,0724+0741,letter,FINAL SEMKATH and QUSHSHAYA,⠢⠎⠂
ܤ݂,0724+0742,letter,FINAL SEMKATH and RUKKAKHA,⠢⠎⠄
ܤ,724,letter,FINAL SEMKATH,⠢⠎
ܥ݁,0725+0741,letter,E and QUSHSHAYA,⠫⠂
ܥ݂,0725+0742,letter,E and RUKKAKHA,⠫⠄
ܥ,725,letter,E,⠫
ܦ݁,0726+0741,letter,PE and QUSHSHAYA,⠏⠂
ܦ݂,0726+0742,letter,PE and RUKKAKHA,⠏⠄
ܦ,726,letter,PE,⠏
ܧ݁,0727+0741,letter,REVERSED PE and QUSHSHAYA,⠢⠏⠂
ܧ݂,0727+0742,letter,REVERSED PE and RUKKAKHA,⠢⠏⠄
ܧ,727,letter,REVERSED PE,⠢⠏
ܨ݁,0728+0741,letter,SADHE and QUSHSHAYA,⠮⠂
ܨ݂,0728+0742,letter,SADHE and RUKKAKHA,⠮⠄
ܨ,728,letter,SADHE,⠮
ܩ݁,0729+0741,letter,QAPH and QUSHSHAYA,⠟⠂
ܩ݂,0729+0742,letter,QAPH and RUKKAKHA,⠟⠄
ܩ,729,letter,QAPH,⠟
ܪ݁,072A+0741,letter,RISH and QUSHSHAYA,⠗⠂
ܪ݂,072A+0742,letter,RISH and RUKKAKHA,⠗⠄
ܪ,072A,letter,RISH,⠗
ܫ݂,072B+0742,letter,SHIN and RUKKAKHA,⠩⠄
ܫ,072B,letter,SHIN,⠩
ܬ݁,072C+0741,letter,TAW and QUSHSHAYA,⠳⠂
ܬ݂,072C+0742,letter,TAW and RUKKAKHA,⠳⠄
ܬ,072C,letter,TAW,⠳
ܭ,072D,letter,PERSIAN BHETH,⠢
ܮ,072E,letter,PERSIAN GHAMAL,⠢⠶
ܯ,072F,letter,PERSIAN DHALATH,⠢⠲
ܰ,730,letter,Pthaha ABOVE,⠷
ܱ,731,letter,Pthaha BELOW,⠡
ܲ,732,letter,Pthaha DOTTED,⠉
ܳ,733,letter,Zqapha ABOVE,⠜
ܴ,734,letter,Zqapha BELOW,⠱
ܵ,735,letter,Zqapha DOTTED,⠣
ܶ,736,letter,Rbasa ABOVE,⠑
ܷ,737,letter,Rbasa BELOW,⠢
ܸ,738,letter,DOTTED ZLAMA HORIZONTAL,⠌
ܹ,739,letter,DOTTED ZLAMA ANGULAR,⠸
ܺ,073A,letter,Hbasa ABOVE,⠊
ܻ,073B,letter,Hbasa  BELOW,⠔
ܼ,073C,letter,HBASA-Esasa DOTTED,⠢
ܽ,073D,letter,ESASA ABOVE,⠥
ܾ,073E,letter,ESASA BELOW,⠧
ܿ,073F,letter,Rwaha,⠕
݀,740,letter,FEMININE DOT,⠐⠋
݁,741,letter,QUSHSHAYA,⠂
݂,742,letter,RUKKAKHA,⠄
݃,743,letter,TWO VERTICAL DOTS ABOVE,⠲⠃
݄,744,letter,TWO VERTICAL DOTS BELOW,⠴⠲
݅,745,letter,THREE DOTS ABOVE,⠲⠓
݆,746,letter,THREE DOTS BELOW,⠴
݇,747,letter,OBLIQUE LINE ABOVE,⠲⠘
݈,748,letter,OBLIQUE LINE BELOW,⠲
݉,749,letter,MUSIC,⠲⠩
݊,074A,letter,BARREKH,⠲⠧
ݍ,074D,letter,SOGDIAN ZHAIN,⠢⠵
ݎ,074E,letter,SOGDIAN KHAPH,⠢⠅
ݏ,074F,letter,SOGDIAN FE,⠢⠋
̱,̱̱0331,letter,Macron Below,⠸⠃
̄̄̄,304,letter,macron above,⠸⠁
̈,308,letter, Combining Diaeresis.,⠸⠆
 ,,letter, , 
