Character,Hex,Type,Name,Braille
₆,2086,digit,SUBSCRIPT SIX,⠢⠼⠋
₇,2087,digit,SUBSCRIPT SEVEN,⠢⠼⠛
₈,2088,digit,SUBSCRIPT EIGHT,⠢⠼⠓
₉,2089,digit,SUBSCRIPT NINE,⠢⠼⠊
ₓ,2093,letter,SUBSCRIPT SMALL X,⠢⠭
⸢,2E+022,punctuation,TOP LEFT HALF BRACKET,⠨⠣
⸣,2E+023,punctuation,TOP RIGHT HALF BRACKET,⠨⠜
⸤,2E+024,punctuation,BOTTOM LEFT HALF BRACKET,⠨⠣
⸥,2E+025,punctuation,BOTTOM RIGHT HALF BRACKET,⠨⠜
ʳ,02B3,lowercase,SMALL R,⠗
ḏ,1E0F,lowercase,D with line below,⠰⠙
Ḏ,1E0E,uppercase,Capitol D with line below,⠠⠰⠙
󑴰,1D30,uppercase,Subscript Capitol d,⠨
ᵈ,1D48,lowercase,subscript D,⠨⠙
ẓ,1E+093,letter,Z with Dot Below,⠐⠵
Ẓ,1E+092,uppercase,Capital Z with Dot Below,⠠⠐⠵
ǵ,01F5,lowercase,G with Acute,⠘⠌⠛
Ǵ,01F4,uppercase,Capitol G with ACUTE,⠠⠘⠌⠛
ṯ,1E6F,lowercase,T with Line Below,⠹
Ṯ,1E6E,uppercase,Capital T with Line Below,⠠⠹
ᴹ,1D39,uppercase,Subscript Capitol m,⠨⠠⠍
ₘ,2098,lowercase,Subscript m,⠨⠍
ꟳ,A7F3,uppercase,Subscript Capitol f,⠨⠠⠋
ᶠ,1DA0,lowercase,Subscript f,⠨⠋
a,,lowercase,a,⠁
A,,uppercase,A,⠠⠁
b,,lowercase,b,⠃
B,,uppercase,B,⠠⠃
c,,lowercase,c,⠉
C,,uppercase,C,⠠⠉
d,,lowercase,d,⠙
D,,uppercase,D,⠠⠙
e,,lowercase,e,⠑
E,,uppercase,E,⠠⠑
f,,lowercase,f,⠋
F,,uppercase,F,⠠⠋
g,,lowercase,g,⠛
G,,uppercase,G,⠠⠛
h,,lowercase,h,⠓
H,,uppercase,H,⠠⠓
i,,lowercase,i,⠊
I,,uppercase,I,⠠⠊
j,,lowercase,j,⠚
J,,uppercase,J,⠠⠚
k,,lowercase,k,⠅
K,,uppercase,K,⠠⠅
l,,lowercase,l,⠇
L,,uppercase,L,⠠⠇
m,,lowercase,m,⠍
M,,uppercase,M,⠠⠍
n,,lowercase,N,⠝
N,,uppercase,N,⠠⠝
o,,lowercase,o,⠕
O,,uppercase,O,⠠⠕
p,,lowercase,p,⠏
P,,uppercase,P,⠠⠏
q,,lowercase,q,⠟
Q,,uppercase,Q,⠠⠟
r,,lowercase,r,⠗
R,,uppercase,R,⠠⠗
s,,lowercase,s,⠎
S,,uppercase,S,⠠⠎
t,,lowercase,t,⠞
T,,uppercase,T,⠠⠞
u,,lowercase,u,⠥
U,,uppercase,U,⠠⠥
V,,uppercase,V,⠠⠧
v,,lowercase,v,⠧
W,,uppercase,W,⠠⠺
w,,lowercase,w,⠺
X,,uppercase,X,⠠⠭
x,,lowercase,x,⠭
Y,,uppercase,Y,⠠⠽
y,,lowercase,y,⠽
z,,lowercase,z,⠵
Z,,uppercase,Z,⠠⠵
1,,digit,1,⠁
2,,digit,2,⠃
3,,digit,3,⠉
4,,digit,4,⠙
5,,digit,5,⠑
6,,digit,6,⠋
7,,digit,7,⠛
8,,digit,8,⠓
9,,digit,9,⠊
0,,digit,0,⠚
*,,sign,*,⠐⠦
+,,sign,+,⠐⠖
/,,sign,/,⠐⠌
_,,sign,_,⠢
^,,sign,^,⠔
<,,sign,<,⠈⠣
>,,sign,>,⠈⠜
#,,sign,#,⠼
$,,sign,$,⠈⠎
&,,sign,&,⠈⠯
%,,sign,%,⠨⠴
-,,punctuation,-,⠤
:,,punctuation,:,⠒
',,punctuation,',⠄
.,,punctuation,.,⠲
?,,punctuation,?,⠰⠦
!,,punctuation,!,⠖
 ,,space, , 
